17,19963,20971,21575,25754,26153,27174,31117,38366,38716,47019,52030,57070,58225,63265,68164,70391,74203,77619
35,22896,23027,23261,26096,27886,29186,33212,39961,42192,50232,53974,57930,58570,64820,69323,73281,77016,79477
32,20429,21123,21946,25777,26974,28083,31341,39104,39281,48425,51457,56749,56915,64088,68167,70560,75352,78873
37,23329,23537,23917,26988,27180,29427,34089,39668,42072,49695,53500,59243,58693,66495,69769,72982,76669,80737
29,19975,20200,21826,25639,25970,27820,31928,38066,38911,47837,51488,56838,57328,64037,67287,70797,74528,77823
33,22424,22991,22592,27589,27138,28735,33113,40117,41460,48688,52341,57713,59021,66379,69452,72159,76490,80167
19,20367,21163,20976,24278,25594,28193,32288,38030,40253,47435,51327,56776,56703,64654,66622,70637,74367,79161
32,23272,22671,22710,27175,28267,29865,33574,39631,40567,49155,52737,59038,59012,65571,69374,72634,75750,80427
21,20278,21660,20771,25269,26489,26780,31218,39339,38916,48184,50730,56048,57709,63130,67203,71838,75281,79129
34,22699,22718,23525,26692,28510,29067,34127,39928,40604,49807,52322,59253,58608,65742,68774,72313,76463,79818
23,20659,20547,22004,24622,26041,27654,32392,39293,39137,46845,52079,57356,58328,64715,67657,71628,73814,78835
33,22875,23595,22683,27118,28477,29955,33025,40860,40504,49740,52668,58665,59337,65373,69692,73040,76193,80266
27,19824,20658,22121,24578,26170,27206,32018,38213,39747,47302,51594,57024,57645,63635,66739,70209,75537,77945
39,22112,22634,23179,26594,27591,28923,32431,40669,41475,50132,53421,58745,58510,65715,69023,72955,76465,80713
31,21002,21768,21168,24724,25556,26443,31931,38513,39108,46836,51573,56801,56749,63245,67339,71853,74515,79117
44,22671,21978,23885,27106,28634,28284,32770,39955,41966,49450,53636,58623,58615,65835,69507,72533,76508,80625
17,20923,20794,20922,24107,25889,27602,30826,39064,39750,47326,51026,57466,57657,63775,68323,71561,75583,78012
44,22381,22244,23865,27449,28167,28628,33996,41195,40827,48671,52464,59400,59364,66093,69516,72019,76379,79633
29,19988,21186,21933,25312,25497,27799,31098,39387,40238,47311,50851,56139,58031,64144,67534,71701,74443,77463
37,22444,22419,22825,26796,27806,29434,34193,40035,41568,49210,52568,58480,59341,65699,69730,73578,75834,79861
32,20007,21056,21746,25351,25615,26687,31501,39057,39324,48360,50833,55983,57889,63328,67187,71169,75403,79152
33,22503,23201,23195,26995,27540,29824,33719,40844,41487,48940,52772,58552,58953,65630,69962,72967,75828,79276
20,20694,21648,22319,24564,26576,27816,30858,39209,39256,48441,50702,55871,57228,64710,68029,71982,74008,78974
36,22829,23321,23540,26542,28436,28445,32787,40615,42165,49902,53885,58949,59258,65488,68634,73041,77371,80661
21,21445,20735,22170,24396,26702,26753,31118,38100,40378,47966,50587,56025,57595,64740,67311,70927,74984,78990
34,21663,23289,23318,26059,28094,28351,32527,41045,41747,49709,52694,58219,59709,65348,69122,73072,76795,79239
19,20358,21400,21878,24368,25826,27724,30707,38910,39982,48026,51346,56448,56844,63821,67706,70599,75562,77808
35,22441,23419,23251,25829,28470,28573,32853,41266,41606,48910,52649,58980,58607,65447,70193,72707,75689,79581
26,21475,20274,22221,24919,26856,28063,30700,39389,40138,47706,51256,56278,58184,63299,67034,71409,74386,78545
32,23276,22594,22671,25849,28154,28512,33482,40790,40508,48679,52590,57774,59899,65859,70198,72100,76767,79525
30,19975,20621,22172,25068,26647,28190,31734,38653,39865,47197,51401,57469,57136,64688,67358,71689,74750,77507
42,22794,22444,22719,27151,27110,29703,32857,40722,40732,49611,52907,58830,58917,64901,70189,72761,77387,80598
22,21105,21716,21408,25251,25755,27305,30726,39551,40053,48536,50517,56140,58002,64090,67861,71399,75501,79042
41,23351,22963,23592,27380,28540,28664,33564,39987,41762,49119,53594,57966,58985,66062,68976,72447,76600,80004
17,20656,20529,21751,25529,25690,27070,32155,39506,38915,47481,52014,57026,58285,64753,67084,71848,74306,78374
38,21630,22447,23366,26087,28798,29028,33833,40090,40957,49291,53281,58399,58960,66572,69202,72755,76985,80887
32,20055,20153,22402,24170,25650,26584,31604,39243,40287,47195,51316,56677,57892,63899,66733,70460,74349,78815
34,22515,23279,23222,27143,28112,28904,33959,40017,41469,49791,52720,58735,60031,65797,68595,73281,76566,80566
25,21104,20318,21452,24457,25412,26455,30945,37884,39182,48570,51264,56121,57477,63677,68277,70974,75172,77717
43,22658,22458,23289,26327,28156,29266,33834,39699,40720,49667,53814,58833,60176,65558,69161,73668,76761,80236
21,20606,21885,21979,25393,25908,27496,32108,39119,39643,47508,50475,55806,57937,64176,67736,71547,74052,77410
39,22497,22200,23264,26663,28462,28270,32712,41081,41280,50380,53227,58478,59700,65077,68951,72614,75740,80154
28,20703,21302,22161,24325,26018,27261,31117,38642,39069,47190,50515,57122,58011,63976,68393,70506,74774,77991
33,22754,23279,23273,26422,27603,28565,33328,40167,41337,49776,53927,57846,59423,66012,69526,73733,76769,79930
27,20031,20517,21422,24615,26324,27533,30919,38461,40160,48152,50624,57527,57730,64143,66643,70476,74672,78580
32,22137,22130,22800,25991,27356,28321,33506,40818,40695,48855,52813,58894,58658,66210,69942,72559,77197,80027
31,20619,21075,21708,25237,26470,26753,31287,39319,40433,47230,51601,55920,56703,64223,67199,71397,75150,77444
40,22174,23656,24248,26104,28268,28732,33196,40327,41588,49928,53108,59321,59298,65466,70147,72037,77000,80839
22,21510,21667,21594,25729,26960,27731,32296,38727,39604,48431,51874,56821,56970,63907,67224,70457,75241,78805
36,21870,22304,23949,27211,27290,29315,33734,40281,41527,49740,53995,58136,59480,66359,69169,73229,76406,80352
25,21536,20582,21362,25609,25660,27477,31545,39061,38908,47679,51534,55945,57315,63732,66818,71010,75193,77957
35,22595,23279,23400,27321,28217,28907,33725,40506,40623,50310,52419,58336,59390,65476,69828,73604,76906,80480
28,20217,21769,22014,24417,26266,28090,32303,38084,40333,46859,52168,56908,58196,63240,66742,71781,75558,78533
35,22869,23057,23554,25900,28283,29674,33038,40751,40725,49154,53717,59210,60093,66109,69199,72166,75754,79307
18,19953,21063,20789,24134,26732,26636,31036,38206,39250,48281,50462,56414,57686,64097,67215,70714,74945,77879
40,22644,21995,23551,26169,28675,29048,33281,40571,42109,50331,53854,58978,59724,65119,69219,72866,76037,79656
22,19827,20743,21862,24727,25934,27752,30643,38297,39769,47426,50663,56149,58155,63996,66658,71901,75591,77791
34,23380,22808,24183,25966,28147,29658,33315,40617,41735,50209,52768,59031,59109,66178,69565,73567,75970,79450
31,20423,20588,22340,25528,25958,26893,32237,38983,40274,46887,51927,57091,56946,64287,66665,70463,74761,77805
38,21758,22428,23496,27294,28559,29279,33413,40639,41066,50169,52425,58566,59615,65679,69687,72898,76404,79354
21,20240,21288,22337,25084,25287,27536,31321,38761,39523,48405,50600,55888,58443,64056,67140,70567,74790,78777
42,22271,22572,23181,26036,27505,28630,32883,40426,41126,49639,53575,59242,58585,65107,68424,73709,77249,79604
30,19932,21893,22139,25700,26276,26480,30725,38608,39375,47023,51660,56738,56948,63808,66823,71399,74863,79123
45,23339,23353,22900,27237,28450,29589,33350,40566,41326,49648,53964,58498,59200,65082,70082,72904,75689,79920
18,21013,21726,22125,25035,25780,26891,31521,37888,38722,48280,51499,56723,57322,63791,66834,71501,74690,78552
45,22882,22155,24276,26897,28578,29212,32633,41209,40518,49261,52488,59068,59395,65404,70120,73487,77213,79419
21,21342,21600,21901,24039,26493,26554,31916,39485,40023,48071,50410,57252,58085,64255,68353,71475,74134,77440
36,22996,22292,23754,25946,27847,29235,32714,39898,40796,48760,52948,58974,59458,65616,69211,72669,75641,80162
17,20484,20649,21397,24411,26322,27065,30676,38727,40189,48172,50422,57498,58437,64339,67679,71780,75222,77866
45,23370,22479,23816,26343,28669,29914,32556,41113,40710,50385,52959,59299,58701,66011,70147,73259,76419,80242
19,20869,20396,21256,24228,26223,26756,31447,39246,38980,47431,50638,57317,57054,63800,66905,71164,74118,78126
41,23316,23193,23167,27134,28267,29981,33616,41033,41510,49871,53881,58802,58587,65076,69354,72093,76063,79882
22,20136,20549,21242,25520,26588,27602,31088,39555,39231,47683,51479,57428,57064,63059,66663,71861,74825,78328
44,21953,23436,23371,27249,28478,29198,32967,40989,40871,49038,53249,58902,59657,65896,69025,73761,76461,79667
28,20294,20744,21512,24142,25907,26455,32148,38475,38700,47070,52017,57034,57136,63146,67362,71197,74450,79118
47,21619,23488,23697,25887,28303,28468,32487,40331,41708,50322,53647,59371,58850,65265,69728,73435,77175,80727
20,21164,21776,21617,24120,25990,26604,31497,39130,39749,48386,50937,56323,58497,64368,67343,71833,74300,77434
33,23097,22483,23516,26750,27998,29029,33609,40474,41149,50268,53830,58643,59290,66074,68404,72853,76337,80417
21,20386,21176,22124,25582,26317,26999,31033,38599,39506,48309,51681,57055,58277,63905,67844,71391,74966,78896
34,22474,22297,22633,25932,28551,29503,33067,41146,42070,49536,52980,59327,60256,66203,69242,73196,76872,80783
20,21174,20416,20731,24920,26484,28015,31166,38768,40370,47816,51406,56868,57885,63660,67375,70472,75442,77812
43,21764,23298,23049,26182,27083,28995,32551,41293,41621,49362,53145,58332,59394,66091,70179,73472,77253,80789
26,20489,20718,21906,24383,25903,27501,31169,39499,39416,47746,51285,56817,58438,63262,67023,70513,74322,78413
37,23018,22800,23941,27316,27615,29771,32478,39743,40962,49482,53826,59283,59073,66525,69895,72579,76946,79806
31,20146,20790,22115,25028,25673,28051,32360,37849,40107,48047,50716,57272,57109,63623,67963,70258,74643,78605
32,23396,21968,23533,25910,27994,29030,32780,40847,41177,48917,53837,57674,60183,64805,69767,73474,77124,80529
26,20597,20596,20961,25673,25600,26866,30985,39227,40330,47578,51952,57186,57940,63872,66768,71729,75417,78228
35,23114,21957,23023,25949,27294,28776,33953,41345,40641,50366,53912,58922,59890,65451,68602,73415,76771,79319
23,20756,21791,20827,25260,25996,27619,31636,38047,39224,48028,51545,57402,58002,63830,67150,71918,74669,79056
42,22545,22093,22719,26965,27297,28983,33046,40257,41554,50072,53388,57748,58549,65566,69822,73211,77042,80620
22,21566,20435,21129,24087,25489,27749,31303,38323,38997,47084,51345,56922,57326,63001,67914,71975,75189,78581
33,22732,23238,24250,27581,28465,28268,33032,41271,42181,48631,52913,58874,59831,65808,69607,72904,75849,80133
30,19996,21825,21011,24695,26234,27585,30690,38854,39378,48025,51104,56857,57269,63175,67857,71650,73874,77521
36,22361,23272,23670,26384,27016,29660,32758,39778,41841,48746,52315,57890,60297,65599,69811,72633,76358,80686
20,20650,20540,22082,25765,25344,26737,31139,38098,38896,46915,51005,57160,57720,63574,67699,70837,75174,78024
35,21753,22308,23853,25903,27233,29051,32630,40999,41504,49331,52591,59320,59034,66476,69435,72174,77131,79899
25,20421,21408,22124,24284,25624,26763,32362,38716,39383,47666,50900,55866,58464,64666,67636,70789,75559,78657
40,23205,23301,24106,26553,28667,28615,33681,40810,41484,50199,52975,58781,60083,66483,70193,72877,75974,80328
28,20173,21788,22075,25523,25322,27790,31599,39288,38787,47408,50539,57245,57523,63104,67414,71312,75410,77433
33,22171,23023,22930,27225,27255,29000,33930,40171,41144,49405,53184,58563,58939,66567,68563,73535,77229,80010
20,21381,21297,22138,25339,25208,27521,31979,39203,40451,48210,51465,57171,57450,63898,68247,71138,74761,78796
44,22293,23082,22909,27318,28609,29817,34086,40127,40517,50335,53655,58050,60271,66337,69285,72769,76998,80218
25,21048,21805,21322,25459,26493,27033,32062,38140,39479,47126,51740,57271,58446,64178,68303,71864,73820,78412
42,23043,22685,23388,25843,28746,28947,33844,40476,41836,49436,52644,58304,59038,65407,69643,72644,76115,80198
18,21003,20703,21537,24781,25672,27027,32289,38377,40298,48517,50962,56454,56763,63006,68367,71782,74613,79126
40,22006,22619,23478,27093,28642,28531,33640,40955,41545,50293,53744,59021,59240,66000,69895,73217,76124,80929
24,21570,21335,21012,24020,25993,26983,31742,39005,38837,47168,50638,56524,57633,63429,67590,71379,75580,77853
46,22867,22755,22603,26312,28599,29309,33299,40928,42202,50201,52267,57937,58832,65301,69779,73360,76802,79544
18,20715,20816,22405,24250,25941,26865,31850,38975,40485,47957,50888,56317,57251,64105,66665,71519,74533,79166
44,23335,22113,23436,27040,28481,29058,33867,40155,41712,49464,53337,59348,58846,65903,69054,73002,75894,80492
27,21009,21050,21713,24722,26264,27903,31225,37809,39246,48413,51223,56630,57404,63947,67696,70256,74348,79148
44,22036,22402,22857,27570,28546,28948,32691,40492,41788,48845,52530,58892,59436,65591,70032,72257,76615,80189
19,20224,20450,21392,24137,26808,27231,32054,37898,39059,47579,52076,56815,57995,63497,66932,71389,74568,78047
37,22758,22775,23218,27533,27719,29832,33344,40469,40777,50370,52989,57676,59375,65446,68438,72811,77200,79426
19,21562,20241,21225,25152,25453,27267,30848,37904,39557,48436,50922,55925,58274,63359,67352,70327,74044,77831
36,22872,22864,23194,26868,27961,29499,32837,40083,41365,50155,52678,58399,58750,65150,69875,73116,75943,80709
29,20687,21484,20858,25383,25305,27981,31465,38346,39477,47369,51567,56573,57790,63869,67847,71466,74006,77636
39,22682,22321,23008,26182,28489,29772,33021,41355,40732,49375,52595,58573,58566,65314,70030,73556,77304,79996
32,20076,20889,22275,24262,26156,26430,30931,38190,39095,47979,51775,55843,57790,63978,67072,71462,73843,77839
32,22335,22310,23684,26559,27790,29840,32696,39918,42288,50304,53784,58811,59077,65205,69144,73325,75836,80907
26,20141,21769,21151,24444,26653,27936,31024,39116,39861,47286,50554,55810,57515,64583,66973,70405,74801,78047
41,22717,23518,23438,27002,27687,29353,33807,40545,42270,49351,52720,59175,58956,66203,68669,72957,76923,80123
26,20678,20954,22264,24079,25428,27182,30641,38931,39159,47376,52161,56692,58382,63162,67292,71515,74263,78575
46,21838,23631,24079,27507,28197,29905,34118,40201,40898,50371,52474,57941,58926,65849,68904,72129,77177,79437
24,20844,21159,21234,25679,26913,27493,31144,38013,40478,48071,50811,56659,57031,63650,66655,70579,75518,78082
45,22950,21928,23204,26898,28409,29185,33690,40002,41554,50374,52904,58080,58774,65231,69003,73750,76313,80751
30,20235,21286,22377,24141,26506,28136,31038,38278,39786,48226,51091,56832,56940,64515,66890,70635,74809,79061
40,22959,22149,23166,27299,28642,28288,33020,41317,41448,49242,52373,58516,59842,65750,70138,73765,77145,79355
23,20707,21138,22037,25738,25544,27364,30780,38154,38763,46990,50425,56085,58143,63909,68028,70380,74868,78245
37,22059,22372,23953,26503,28190,28899,33681,40697,40628,49316,53237,58088,59600,66486,69805,73320,76506,80875
30,20303,21130,21376,24805,26244,26900,31302,39410,40403,47136,51659,55989,57958,64574,67966,71768,75519,77748
43,22197,22920,23235,26424,28690,28777,32762,40569,41019,48779,53336,57614,59689,65084,69826,73434,76521,79658
32,21375,20673,21576,24331,25892,27348,31406,38201,40275,47392,50540,56048,57052,63322,66973,71127,74345,77477
35,22441,22729,23809,26620,27405,29880,33609,41063,41254,50130,52778,58039,59456,65647,68921,72812,77015,79450
20,20745,20252,21375,25336,26633,27121,32181,38540,39188,47614,50863,57254,56742,63499,67369,71750,74231,77520
35,23169,23204,22729,26795,27262,29071,33054,39747,42161,50373,52470,57841,59918,65793,69936,72905,77349,80198
22,21546,21565,22260,25283,25329,26878,32391,38545,39851,48287,51512,56218,58162,63521,67277,71791,75061,77920
41,21996,23532,24140,26195,27244,29385,32523,40179,41384,50178,52986,58532,59443,66083,69225,73524,76191,80734
20,20181,20354,21274,25797,25376,27869,32001,38497,40475,48150,50570,57494,56824,64633,68037,70783,73831,77509
33,21996,22067,23534,27136,27013,28340,32875,39942,41662,49481,53459,58635,58802,66436,69360,72077,77202,79914
30,21356,21455,22293,25005,25281,27543,31380,37831,39569,48287,51390,56151,56738,64273,67881,71596,74467,77857
32,22588,21927,22715,26069,28786,29329,33194,41171,40963,49761,52716,58347,58549,65701,69909,72929,76908,80778
21,20055,20338,21239,24597,25614,26670,32127,38638,40002,47805,51194,57234,57478,63083,68252,70208,75381,77473
47,21767,23110,23679,25899,28068,29754,33049,40178,41741,49617,52515,58965,60103,65922,70163,73374,77318,80773
30,20016,20544,22080,24575,25689,27867,31071,37986,39895,46951,52192,56355,57980,63428,68080,71450,73991,78169
34,22890,22723,24273,26774,28768,29800,33674,41110,42180,49626,53598,57916,60001,65949,69905,72528,76772,80933
26,20759,21637,22088,25741,25524,27222,30742,37944,39346,46809,50968,57112,57337,63229,68060,71552,75209,77743
35,21883,23689,23812,25866,27204,29951,33026,40709,42066,50024,53683,57689,59911,65057,69250,72307,76745,79218
26,20028,21662,22279,24198,26506,26713,31755,38874,39700,47836,51448,56902,57661,63337,67797,71891,74252,78629
42,23371,21999,23237,26672,28721,29372,32943,41022,41059,48656,53786,58590,59199,65070,69416,72201,75769,79484
24,21582,20553,21830,24234,25877,27663,31611,38894,39577,47631,50831,57085,56860,64564,67568,71679,74980,78517
37,21731,22286,23218,26455,27877,29134,32500,40977,42198,49531,53244,59209,59733,66045,69259,73154,77258,80413
24,20750,20155,22012,24503,26141,27701,31852,38349,39964,48286,51480,57250,58393,63470,67956,70885,74763,77463
42,23006,22600,24199,26873,27420,29179,33493,39920,41118,48870,53783,59158,59918,66000,68677,73405,75620,79713
29,21260,21527,21622,25760,25838,27755,31493,38479,39950,47234,50431,56011,56768,63066,68355,71323,74298,77545
42,22268,23656,22782,26799,27103,29968,33485,39947,41882,50102,53187,59335,58878,64917,70180,72884,76243,79241
28,21017,20331,20709,25692,26421,27196,31546,39280,39761,48146,51901,56643,57041,64551,66884,70812,74483,79112
42,22290,23250,22750,27432,28512,28303,32693,39713,41991,49621,52382,58226,58624,65859,69667,73658,75973,79524
22,20404,21304,21415,24476,26062,26709,30613,38425,40090,48360,52057,56846,57135,63556,68075,71972,75571,77472
47,21825,22825,22728,27028,27614,29584,33741,40953,41656,50165,52920,58340,58912,65667,70132,73381,76457,80385
19,20482,20863,21632,24396,25662,28006,32250,38841,40073,48360,51213,57573,56940,63661,68178,70593,75312,77951
43,21959,22912,23453,26194,28141,29094,32602,40575,42270,49951,53524,57924,59813,66352,69480,73497,75744,79647
28,21307,21496,22015,24169,25509,27375,31203,39312,40012,46980,51341,57311,56724,64286,68084,70287,74267,77525
42,22818,22739,23737,27151,27091,29161,34183,39801,41033,48607,52477,58101,59260,65552,68951,72631,76501,80651
20,20826,20709,21603,24163,26223,27571,32044,39007,40329,48310,51080,56880,58495,64603,66758,70220,75242,79098
45,23286,22386,23150,26733,28578,29752,33511,40378,42023,49494,52393,58298,59100,65282,69294,73403,75938,80643
29,21146,20280,21445,24488,26497,27666,31714,38003,40112,47560,51822,55914,58110,63291,67805,71582,74284,77494
43,22355,22928,23584,27421,28629,29123,32463,40712,41247,49211,53292,58124,59441,65042,69039,72306,76974,79294
32,19813,21344,22172,24695,25928,27784,31734,38198,40016,48525,50933,56673,57025,64594,67038,71248,75543,78041
34,21889,22454,22725,25949,27097,28272,33677,40800,42137,48653,52288,59034,58849,65337,68987,72073,75724,79402
25,21170,21479,20706,25628,26991,27017,31162,38594,39633,47833,51188,56682,56824,63386,66821,71497,75421,77884
44,23309,23401,23493,26531,28547,28681,33088,40597,40754,49818,53835,59365,59842,65768,69811,73696,76445,79390
29,20839,21766,22225,25691,25659,26963,31827,38529,38978,47124,51333,56340,56768,63943,67769,71118,75554,77518
37,21724,23601,23906,27108,27442,29481,32617,39768,41702,49647,52429,58707,59446,66340,69475,72767,76640,79478
22,21017,21044,21497,25148,25663,27052,31476,38773,40219,47597,51527,56298,56814,64545,67526,71988,74890,78195
44,21858,23299,23641,26494,27456,29134,32568,40380,41049,49058,53000,59108,58965,65865,68496,72133,77036,79500
23,20403,20470,20781,24435,26374,27775,31869,39372,39929,48004,50791,56875,58290,64797,67026,70929,74418,78726
37,23142,22039,22605,27277,27285,28552,32802,39701,41689,49527,53474,58304,58746,65817,69491,72200,76896,80306
30,20056,21307,20815,25742,25412,27242,30898,39065,40231,46913,51655,57232,58489,64757,66640,71866,73841,78706
45,23124,22483,23131,26395,27639,28361,33320,40558,42048,50238,52614,58308,59168,65802,69312,73374,77292,79884
23,20857,20770,21432,24695,25720,26828,32359,38166,40027,47369,50570,56989,56984,64502,67420,71911,75532,79147
42,22952,23584,22791,26393,27787,29458,32979,40800,41564,50281,53536,58272,59739,65895,68634,72413,75797,79244
29,19826,20452,21100,24825,26271,28117,31766,39004,39993,46929,50832,57554,57616,64095,67679,70988,74127,78247
33,22391,23599,22782,26645,27432,28335,33076,41070,41288,49220,53469,57802,58887,65087,69184,73697,77324,80224
18,21034,20766,21840,24399,26264,26557,32298,39027,38756,48156,51483,56924,57319,63153,67472,70810,74958,77959
36,21815,21984,23686,27138,27480,29568,33052,40264,40832,49581,53243,59237,58571,65599,69746,73015,75856,80850
26,20450,20384,21634,24470,25977,28047,31371,38442,39402,48545,51804,57301,58219,63730,68067,71215,74819,79092
41,22346,22549,22607,26172,28703,29654,32663,40969,41640,48619,52795,59324,59381,64929,69708,73049,77358,79718
18,20470,21519,21316,24281,26059,26904,31598,37823,39079,46850,51902,56037,57002,64551,67234,71198,73940,78451
42,22884,21981,24290,26141,28795,29311,33908,40833,42132,48929,52883,57615,60060,65149,69037,72705,76848,80037
20,21075,21212,21108,24438,25406,27186,32118,38238,39255,48108,51244,56943,57523,63505,67863,71263,74955,78323
46,22638,23446,23361,26693,28010,29503,33726,40026,41810,49730,53871,58721,58949,65153,68860,72090,76519,80412
26,20357,20484,21567,24503,26861,26479,32161,39429,38897,47574,51207,55855,56840,64599,67690,71767,74122,77468
44,22446,23131,22810,26638,27061,28884,32795,40755,40768,48602,53209,58877,58891,66499,68804,72672,76470,80541
27,20778,21793,20798,25434,25844,27732,30601,38248,39294,46892,52036,57299,57999,64257,67559,70805,74568,77733
40,23178,23253,22757,27198,27766,28389,33045,40734,42273,48887,53528,57962,60031,64888,68534,72702,77371,80760
27,20011,21765,22039,24344,26180,28045,30987,39292,38968,48015,51870,56546,57362,63446,67553,71324,73834,77775
44,21810,22914,22659,27330,27418,29111,33944,41339,41252,50156,52760,58513,59895,65212,69583,73478,77059,79291
25,21471,21042,22063,25365,25263,27432,31282,38763,39639,47502,50828,57132,58302,64552,67149,70568,74312,77629
47,23396,22013,24258,26687,28261,29019,32915,40243,41639,48696,52791,57860,59771,65921,68987,72154,76519,79345
21,21444,20864,20782,25485,25400,26452,32084,38302,40232,48332,50666,55924,58072,63813,67767,71794,74599,78482
34,22384,22350,24077,26794,27339,29929,33961,41102,42083,50207,53977,57951,59550,66227,69611,73621,75769,80893
30,19990,20474,21863,25720,26196,27740,32154,39328,40143,47555,50875,57146,57734,63135,67013,70359,74527,78573
43,22410,22140,23696,26610,28424,29556,33967,39873,40996,50039,53252,57948,60024,65116,69676,73359,77008,80121
30,20700,20209,22007,24304,25873,27980,32359,39150,39816,48356,52001,57357,57094,63691,67355,71616,74988,78286
39,21700,22610,23072,26840,27821,28970,33197,40175,40696,48689,53876,58524,58914,64991,68529,72118,75803,80773
32,20321,20450,22050,25216,26304,26732,31673,37928,40408,47297,51469,57047,58492,63407,67927,71369,74681,79044
43,23146,22279,22521,26383,27320,29360,32908,40923,41104,49126,53082,58315,58970,65465,70164,72543,77164,79909
31,20221,20362,20741,24934,26158,27257,31068,39550,40469,47875,51087,57065,58217,64385,67487,71278,75524,77508
35,22651,22627,23588,27132,27050,28485,33002,40074,42143,49942,52658,58222,58659,66529,69741,72132,76258,79913
23,20080,20275,20962,25586,26108,27026,32207,37925,40180,47232,51800,55983,57083,64530,67276,71286,73821,77978
32,23059,23055,22794,27318,27909,28538,33635,40188,41291,49269,53421,58171,58659,65735,68866,72314,76896,80054
17,20827,20446,21349,24354,26869,26645,32144,38631,38962,47691,50915,56269,57182,64126,67153,70990,74154,78121
44,22474,23013,24121,26251,28397,28989,33056,39947,41454,50179,53230,57882,59841,65149,70034,73674,75748,79920
19,21423,21213,22249,24034,26517,26489,31096,38084,39011,48162,50828,56784,57196,63985,67296,71743,74917,79116
41,21902,22932,23421,26055,28587,28560,33963,40837,40812,50051,52915,57674,59403,65671,69653,72524,75651,79961
30,20945,21372,21898,24946,26955,27364,31400,38806,40426,47760,51033,56323,58401,64437,66607,71660,75580,77951
34,22355,22188,23052,27469,27878,29798,33992,40268,40747,49555,53818,58471,59653,65151,68982,72483,75879,79360
27,20540,20451,22257,24060,25508,26819,32241,38185,39589,48331,51697,55823,57613,63329,67361,70917,74733,78642
36,22476,22034,23447,25900,28444,28935,33425,41243,41111,48854,52929,57604,59299,66557,69162,73560,76488,79837
24,21372,21640,21957,24221,25787,27055,30734,39002,39709,47261,51735,57520,57214,63836,67832,71553,75206,77542
35,22188,22760,24137,26880,27398,29272,33984,41156,40980,50055,53497,58595,59808,65538,68570,73404,76716,80776
31,20101,20560,22440,24702,25877,26420,30947,38094,39117,47800,51621,56841,57397,63274,67175,71599,75560,77645
37,23162,23213,23211,26009,27365,28427,32572,40083,40548,49894,53858,58004,59147,65598,69581,73339,75676,79283
32,20559,20894,20997,24468,26217,26931,31067,39058,39926,48144,51958,57075,58324,64742,67006,71880,74965,78508
